time_of_day,weather_condition,holidays,crowded
21,1,0,False
16,4,1,True
14,4,0,False
22,2,1,False
20,1,0,False
13,1,1,True
13,2,1,False
8,3,1,False
19,3,0,False
7,1,0,False
6,5,1,False
10,2,0,True
22,2,1,True
6,3,0,True
21,3,0,True
8,2,0,False
15,5,0,True
16,1,1,False
8,4,1,True
7,5,1,False
8,5,0,True
20,5,0,False
14,1,0,False
20,2,1,True
7,2,0,False
11,5,0,True
10,5,0,False
11,5,0,False
10,2,1,True
17,1,1,True
9,4,1,False
19,2,0,False
19,5,0,True
16,3,0,False
6,5,1,False
10,5,1,False
10,2,0,False
17,4,0,False
10,4,1,True
18,4,1,True
16,5,0,False
6,3,1,True
17,4,1,True
11,3,0,True
16,4,0,False
17,5,0,False
11,5,1,True
10,2,1,True
21,5,0,False
18,3,0,False
12,2,0,True
19,1,0,True
6,4,1,False
17,3,0,False
8,5,1,True
16,1,1,True
12,4,1,True
15,4,0,True
18,4,1,True
19,5,0,True
20,4,1,False
11,1,0,False
12,3,0,True
18,1,0,True
21,3,0,False
20,1,1,True
8,2,1,True
21,3,1,False
6,5,0,False
6,1,1,True
11,1,0,True
16,2,1,False
12,5,1,False
8,5,0,False
11,2,0,False
6,4,0,True
13,3,0,True
19,4,1,False
9,5,0,True
9,2,1,True
21,3,1,True
16,2,0,True
12,3,0,True
6,2,1,True
14,5,0,False
11,4,0,True
18,5,1,False
17,1,1,False
22,4,0,True
6,3,1,True
14,5,0,True
13,3,0,False
7,5,0,True
9,1,0,True
6,5,1,False
17,3,1,False
21,1,1,False
10,2,1,False
21,5,1,False
14,4,1,True
14,4,0,False
7,5,1,True
19,4,0,True
16,1,0,True
7,3,0,True
21,3,1,True
18,3,0,False
22,1,1,True
6,1,0,True
21,3,1,True
18,4,0,False
8,5,1,False
8,5,0,False
6,5,0,False
8,2,1,False
21,2,1,False
13,1,0,True
21,1,0,True
18,5,1,False
18,5,0,True
16,5,1,False
9,5,1,False
9,1,1,True
20,3,0,True
9,3,1,True
13,5,1,False
7,5,0,False
20,3,1,False
19,1,1,True
7,2,0,False
8,3,0,True
16,5,0,False
12,2,0,False
21,5,0,True
12,4,0,False
16,4,0,True
7,4,0,True
13,1,1,True
12,4,0,True
11,4,1,False
21,4,0,True
16,5,0,True
8,5,1,False
14,2,1,False
22,4,0,True
7,5,1,True
15,1,1,True
15,2,0,True
22,5,0,False
13,4,0,True
11,4,1,True
16,1,0,True
10,3,0,True
15,4,1,False
6,5,0,True
13,2,0,False
9,2,0,False
12,4,1,False
20,1,0,False
7,2,1,False
22,3,1,False
21,4,1,True
19,3,1,True
8,3,0,True
13,1,1,True
22,5,0,True
6,3,0,False
12,4,1,False
9,5,1,False
8,5,0,True
15,2,1,False
8,2,1,False
7,4,1,True
10,5,0,False
22,2,1,False
10,3,1,False
19,3,1,True
21,4,1,False
19,3,1,True
18,3,0,True
17,3,0,True
21,4,1,False
22,4,0,False
11,5,0,True
19,5,0,False
21,1,0,False
8,2,0,True
12,5,0,True
10,4,0,True
15,4,1,True
14,3,1,True
8,3,1,False
15,5,1,True
21,1,1,False
14,1,0,False
7,3,1,True
11,4,0,False
10,2,0,True
8,2,0,False
12,2,1,False
20,3,1,True
11,3,1,True
9,5,1,False
18,5,1,True
10,4,1,True
20,1,0,False
12,5,0,False
12,4,0,False
15,3,0,True
18,3,1,True
16,3,1,False
6,3,0,True
16,1,0,True
6,4,1,False
8,2,1,False
13,5,0,True
18,4,0,True
12,3,0,False
8,2,0,False
7,1,1,False
10,1,0,False
21,5,0,False
12,5,0,True
6,3,0,False
14,2,0,True
20,3,1,False
6,3,0,True
22,1,1,False
14,3,0,False
20,4,0,False
15,1,1,False
8,3,1,False
10,1,1,False
7,4,0,False
11,2,0,True
21,4,1,True
17,5,1,True
22,4,1,False
17,4,0,True
22,5,1,False
12,2,0,True
21,3,1,False
13,3,0,True
7,5,1,True
14,3,0,False
21,1,0,True
22,1,0,True
15,2,0,False
6,4,1,True
20,2,1,True
14,5,0,True
8,1,1,False
21,2,1,True
20,4,1,True
7,4,1,True
15,3,1,True
9,2,0,True
22,2,0,False
15,4,1,False
11,2,1,False
6,4,0,False
16,2,1,False
21,3,1,True
12,3,0,False
8,3,1,False
19,5,1,False
9,4,0,True
14,5,0,False
20,3,1,True
17,5,1,False
21,1,0,False
19,4,1,True
9,5,1,True
11,3,1,True
16,1,0,False
9,2,1,False
13,4,0,True
14,2,1,False
7,5,0,True
8,3,0,False
11,5,0,False
7,4,0,True
13,5,1,False
13,5,0,True
8,4,1,False
22,2,1,False
16,2,1,True
8,5,0,True
17,2,0,True
19,5,1,False
6,1,0,True
17,5,1,True
9,3,0,False
8,2,1,True
22,5,0,True
18,5,0,True
22,3,1,True
22,2,1,False
10,2,0,False
13,2,1,False
7,2,0,False
14,2,1,True
12,2,0,False
21,1,1,True
17,2,1,True
10,2,1,True
11,2,1,True
22,1,0,False
20,5,1,True
15,4,0,True
8,3,0,True
12,3,1,False
7,5,0,False
18,2,0,False
19,4,1,False
9,2,1,False
13,5,1,False
10,1,1,False
17,1,0,True
17,3,1,True
16,1,0,False
7,3,1,True
10,4,1,True
18,2,0,True
22,1,0,False
11,2,1,False
22,4,0,True
22,1,0,False
20,1,0,True
9,5,1,False
9,2,1,False
10,2,1,False
20,3,1,False
7,3,0,False
16,1,1,False
8,1,0,False
16,5,1,True
8,4,0,False
16,2,1,False
7,5,1,True
20,3,1,True
13,5,0,True
7,5,0,True
13,1,1,False
17,5,0,False
11,5,0,True
7,3,1,False
17,5,0,False
17,4,1,False
18,1,1,False
14,3,0,False
20,3,0,True
16,4,1,True
14,1,1,False
13,1,0,True
16,1,1,True
10,3,0,True
9,3,0,False
10,3,0,True
12,2,1,False
22,3,0,True
6,5,0,False
21,4,0,True
14,5,0,True
17,2,1,False
16,2,0,True
11,2,0,False
9,1,1,False
21,5,1,False
8,4,0,False
13,2,1,True
21,3,0,True
7,5,1,False
18,3,0,False
21,4,1,True
13,1,0,False
7,2,1,False
6,3,0,False
22,2,1,True
12,1,0,True
14,2,0,True
8,5,1,True
16,4,0,False
21,4,1,False
14,5,0,False
17,1,1,False
19,4,1,False
9,4,1,False
9,1,1,False
16,3,1,False
7,3,1,True
8,5,0,True
7,2,0,True
6,3,1,False
10,4,0,True
12,2,1,True
9,3,0,False
8,1,1,False
11,2,1,False
17,4,0,True
21,4,0,True
13,3,0,True
16,4,0,True
18,2,1,True
19,3,1,True
13,2,1,False
6,4,0,False
9,5,0,False
22,3,0,False
11,2,0,False
10,2,0,False
19,2,0,True
19,2,1,False
7,1,1,True
14,2,0,False
12,3,1,False
16,4,1,False
13,2,1,True
15,1,1,False
22,5,1,False
22,2,0,False
6,4,1,True
9,3,1,False
16,5,0,False
14,5,0,True
14,1,1,False
8,1,1,True
11,2,0,True
11,3,1,True
15,2,0,False
15,5,0,True
22,1,1,False
20,1,0,True
9,2,0,False
15,1,0,True
13,1,1,True
6,3,1,True
22,3,1,True
17,1,1,False
17,2,1,True
18,3,1,False
19,5,1,False
13,5,1,False
19,3,0,False
12,4,0,False
22,2,1,True
16,1,0,True
6,3,1,False
13,4,1,False
18,2,1,False
22,1,1,True
17,2,0,True
21,2,1,True
15,5,0,True
21,1,1,True
8,3,0,False
6,2,0,True
13,1,0,False
21,5,0,False
20,2,1,True
12,1,0,False
7,4,1,False
18,4,1,False
10,1,1,True
15,5,1,True
13,1,0,True
18,2,1,True
11,3,0,True
13,1,0,False
14,2,0,True
22,4,1,True
9,1,0,True
11,1,1,False
16,4,0,True
15,2,0,True
16,3,0,False
13,4,0,False
8,2,0,True
7,2,1,False
7,2,0,False
17,5,0,False
10,3,1,True
9,5,0,False
21,5,0,True
19,2,1,False
7,2,0,True
12,2,1,False
16,3,0,False
17,1,1,True
10,2,0,False
21,2,0,True
12,3,0,True
13,3,0,False
9,2,0,False
9,5,0,True
11,4,1,False
7,4,0,True
14,4,0,True
13,5,1,True
17,5,1,False
21,4,1,False
6,4,1,False
9,5,1,True
19,4,1,True
10,3,1,True
8,2,0,False
17,3,0,True
16,4,0,False
14,2,0,True
10,2,1,True
15,2,0,False
14,4,0,False
18,1,1,True
13,1,1,False
18,5,1,False
14,3,1,True
14,1,0,False
7,4,0,True
12,3,0,True
10,4,1,True
11,2,0,False
18,3,0,False
8,1,0,False
15,5,0,True
8,1,0,True
6,3,1,True
11,2,0,True
21,1,1,False
22,1,0,True
21,3,0,True
15,5,0,False
12,3,0,True
13,1,1,False
8,5,1,True
10,3,0,True
12,5,1,True
11,1,1,False
10,2,0,False
11,1,1,True
11,3,0,True
16,3,0,False
22,3,0,False
14,2,1,True
21,4,1,False
15,4,1,True
20,1,0,False
13,2,1,True
19,3,0,False
21,4,0,True
8,4,1,True
18,1,0,True
14,3,1,False
17,4,1,False
10,3,0,False
12,2,0,True
12,4,1,False
13,1,0,False
11,4,1,True
8,1,0,True
6,4,0,True
11,2,0,False
18,1,1,True
22,4,1,True
11,3,1,True
16,1,0,False
11,5,1,False
12,2,0,True
6,2,1,True
13,2,1,False
19,3,0,False
6,5,0,True
10,5,1,True
10,2,0,False
19,4,0,True
12,3,1,False
22,3,1,False
16,4,0,False
12,3,1,False
6,1,0,False
20,1,0,True
15,4,1,False
14,5,0,True
18,2,1,True
18,4,1,True
11,1,0,True
13,4,0,True
17,2,0,True
7,3,0,True
21,3,0,True
17,1,1,True
8,4,1,True
16,5,1,False
10,2,1,False
18,3,1,False
15,5,0,True
20,1,0,False
11,3,1,True
21,3,0,False
13,1,0,False
8,2,1,True
10,5,1,False
20,1,1,False
8,5,0,False
20,1,0,True
7,4,1,True
17,5,1,True
10,1,0,False
14,4,1,True
9,2,0,True
12,3,0,False
21,1,1,False
18,2,1,False
7,4,0,True
7,2,0,True
14,4,0,False
20,5,0,True
9,5,1,False
22,4,1,True
14,4,1,True
20,4,0,False
6,2,1,True
7,4,0,True
14,4,1,False
16,5,0,False
6,5,0,True
14,1,0,False
7,2,1,True
10,3,1,False
22,5,1,False
6,2,0,False
19,2,1,True
17,2,0,True
15,5,0,True
20,2,0,True
6,4,1,True
6,3,0,False
16,3,0,False
16,3,0,True
10,3,0,True
8,3,0,True
16,5,1,True
9,3,0,False
11,1,1,False
12,3,1,False
9,4,1,True
19,3,0,False
13,1,1,False
16,4,1,True
19,3,1,False
8,3,1,True
16,2,0,True
9,5,1,False
14,4,1,True
10,4,1,True
18,4,1,False
9,3,1,True
12,1,0,False
7,2,0,True
12,1,1,False
14,3,1,False
7,5,1,False
21,3,1,False
11,5,0,False
22,5,0,False
16,5,0,True
9,2,0,True
13,5,0,True
18,2,0,False
13,5,1,True
15,1,0,True
22,2,1,True
21,2,1,True
11,1,1,False
19,5,0,True
10,3,1,True
20,5,0,False
18,1,1,True
21,1,1,True
21,3,0,False
22,3,1,True
10,3,0,False
16,1,1,False
20,1,1,True
8,5,0,False
13,5,1,False
8,1,0,True
9,1,0,True
19,3,0,True
11,5,0,False
9,4,0,True
17,5,1,False
7,1,1,False
19,2,0,False
13,1,1,True
13,5,0,False
17,5,1,True
6,1,0,True
6,3,1,True
9,4,1,False
22,3,0,True
15,2,0,True
6,1,1,False
16,3,0,False
22,3,0,False
15,4,1,False
11,2,1,True
9,5,1,True
18,4,0,True
16,1,1,True
10,1,0,False
19,4,1,False
7,1,0,True
8,1,1,True
8,5,1,True
16,4,0,False
14,5,0,True
15,2,1,False
11,4,0,True
11,3,0,False
6,4,1,True
6,1,1,True
8,5,1,True
11,5,0,True
7,3,0,False
20,4,1,False
17,1,1,True
15,1,1,True
18,3,1,False
8,1,1,False
10,2,1,True
18,5,1,False
19,3,0,False
20,3,0,True
19,1,1,False
8,5,0,False
6,5,0,True
12,5,0,True
12,3,0,True
22,2,1,True
20,3,0,True
18,2,0,False
20,4,0,True
8,3,0,False
22,5,1,False
21,1,1,False
6,4,1,False
19,2,0,True
8,5,1,True
9,1,1,True
14,1,0,False
6,3,1,False
19,1,0,False
18,2,0,False
20,2,0,True
21,1,1,True
11,1,1,False
21,2,0,True
16,5,1,False
12,4,1,False
14,1,1,False
6,1,1,False
15,3,0,True
13,3,1,True
16,1,1,True
10,2,0,True
11,5,1,False
17,4,1,False
16,1,0,True
12,4,0,True
12,2,1,True
17,3,0,False
17,3,0,True
6,3,1,True
9,5,0,True
16,2,1,False
14,3,0,False
18,1,1,False
10,4,0,False
16,4,0,True
8,5,0,False
10,1,0,True
18,2,0,False
19,1,0,True
18,2,1,False
7,4,0,False
7,5,0,True
11,5,0,True
15,2,0,False
13,3,0,True
10,2,0,False
7,2,1,False
11,2,0,False
13,3,0,False
7,5,1,True
9,5,0,False
20,3,0,False
14,5,1,False
11,1,0,False
14,2,0,False
18,1,0,True
10,5,1,True
19,3,0,False
19,1,0,True
12,4,0,False
11,1,1,False
17,5,1,False
19,4,0,False
21,2,1,True
15,2,1,False
16,3,1,False
9,1,1,False
7,2,1,False
14,5,0,False
15,1,0,True
13,4,0,False
9,3,1,True
18,2,1,False
11,1,1,False
11,4,0,False
7,5,1,True
14,5,1,True
11,5,1,False
10,3,0,False
7,5,1,True
19,2,1,True
15,4,0,False
20,2,1,False
22,1,0,False
12,2,0,True
16,2,0,False
18,5,1,True
22,4,1,False
10,4,0,False
17,4,1,False
9,3,0,True
6,3,0,False
15,1,1,False
7,4,0,True
18,2,1,True
18,3,1,False
17,4,1,False
6,2,0,True
15,2,1,False
10,3,1,True
15,4,1,True
12,1,1,True
20,3,0,True
9,1,0,False
6,4,0,True
13,2,0,False
16,1,0,False
8,5,1,False
17,1,0,True
18,2,0,False
17,5,1,False
15,5,1,False
20,1,0,False
8,2,0,True
20,4,0,True
22,4,1,True
21,2,0,True
7,4,0,True
6,2,0,True
9,4,0,False
22,5,1,False
12,1,0,True
10,5,0,True
9,1,0,False
10,4,1,False
13,1,1,False
14,5,1,False
11,4,1,False
9,4,0,False
10,4,0,False
13,2,0,True
18,4,1,True
9,1,1,True
12,4,1,True
6,3,0,False
14,2,0,True
10,3,1,False
15,3,0,False
16,1,1,False
10,2,1,False
9,4,1,True
21,1,1,False
7,3,0,False
20,1,0,True
14,1,0,True
22,2,0,False
7,1,1,False
11,2,1,False
6,4,1,False
13,4,0,False
16,5,1,False
20,2,0,False
14,1,1,True
7,5,1,True
12,2,0,False
22,4,0,True
8,1,1,False
9,2,0,False
8,3,1,False
13,1,1,False
16,1,1,False
21,2,1,False
19,2,0,True
7,5,1,False
17,5,1,False
16,1,1,False
21,1,0,True
16,1,1,True
8,3,1,False
15,2,0,False
10,2,1,False
18,1,1,False
11,1,0,True
8,2,0,True
14,1,0,True
12,2,1,True
12,4,0,False
7,2,0,True
13,2,1,False
6,1,1,False
15,2,0,True
11,3,1,False
18,4,0,True
6,5,1,True
6,4,0,False
17,1,1,True
13,2,0,False
10,3,1,False
8,5,0,False
11,1,0,False
9,3,0,True
20,2,0,True
9,3,0,False
11,1,0,False
15,4,0,False
18,5,1,False
12,4,0,False
13,4,0,False
11,3,0,True
7,2,1,True
13,2,0,False
15,3,1,False
22,5,0,False
17,3,1,True
16,1,1,False
22,4,0,False
21,3,1,False
15,5,1,True
8,2,1,True
9,1,1,False
14,1,1,False
22,3,1,True
9,1,0,True
22,4,0,False
8,5,1,False
9,1,0,True
14,3,0,True
11,5,1,True
12,3,0,False
21,1,1,False
20,5,0,False
21,3,0,True
19,2,0,True
9,4,1,False
7,2,1,True
12,1,0,False
12,5,1,False
11,2,1,True
14,1,0,True
22,1,0,False
16,4,1,True
21,5,0,True
6,5,0,False
21,2,1,True
22,4,1,False
11,3,0,True
16,3,0,False
12,5,0,True
21,3,1,False
7,4,0,True
18,3,1,True
18,3,0,False
20,5,1,False
20,5,1,True
14,3,1,False
19,3,1,False
19,3,0,True
9,1,0,True
19,5,1,False
15,4,0,False
16,3,0,False
6,5,0,True
19,2,0,True
13,3,1,False
11,5,1,False
16,4,1,True
19,4,1,True
12,4,0,False
12,2,0,True
15,3,1,True
14,3,0,False
22,4,1,False
18,1,1,False
9,5,1,False
12,1,1,True
13,1,1,True
21,2,1,True
17,5,1,True
6,1,1,True
11,2,1,False
6,5,0,False
13,4,0,True
17,1,1,False
21,2,1,True
6,1,0,False
9,1,0,False
13,3,1,True
11,5,1,True
18,5,1,False
8,2,0,False
20,5,0,False
11,4,1,False
11,4,0,True
10,3,0,False
15,5,0,False
14,1,1,True
19,3,1,True
10,1,1,False
12,2,1,False
22,1,0,False
22,1,1,True
14,5,1,False
12,4,1,False
6,2,0,False
7,1,1,True
15,3,1,True
13,3,0,False
14,5,1,True
20,2,1,True
16,4,1,False
17,3,1,False
7,2,0,True
20,2,0,False
15,4,1,False
12,5,1,True
14,5,0,False
22,5,0,True
19,2,1,False
14,3,0,False
12,1,1,False
20,4,1,True
8,1,1,True
7,5,0,True
8,4,1,True
7,1,0,False
18,2,0,False
18,4,1,True
7,1,0,True
14,3,0,True
10,5,0,True
12,2,1,False
18,4,0,True
6,2,1,True
14,4,0,False
7,4,0,False
8,1,1,False
17,4,0,False
10,3,0,False
17,5,1,True
9,4,1,True
17,3,1,True
10,5,0,False
19,5,1,True
19,3,1,True
15,1,0,True
15,2,0,False
10,4,0,True
22,3,1,False
15,3,0,True
16,5,1,True
20,3,1,False
17,5,1,True
21,2,1,True
17,5,1,False
8,2,0,False
18,2,1,False
20,4,0,False
22,3,1,True
16,5,0,False
17,3,0,False
22,4,1,True
10,4,0,True
10,4,1,False
12,2,1,True
8,4,1,False
8,2,1,True
22,4,0,False
7,3,1,False
20,5,0,False
15,1,1,True
16,5,1,True
14,1,0,False
19,5,1,True
12,1,1,True
15,1,0,True
6,1,1,True
6,5,1,True
19,5,1,True
13,3,1,False
19,4,0,True
12,4,1,False
14,2,1,False
20,1,1,False
6,4,1,True
16,1,0,False
15,1,1,False
9,4,1,False
17,1,0,True
14,4,1,True
11,4,1,True
20,1,1,False
10,1,0,True
16,1,1,False
18,5,1,False
7,2,1,False
13,2,0,True
16,1,0,False
15,1,0,True
6,5,0,False
9,2,1,True
22,1,1,True
22,2,1,True
10,4,1,False
8,4,1,True
12,1,0,False
10,5,1,True
15,2,0,True
12,2,1,False
22,2,0,False
22,1,1,False
12,2,1,False
11,1,0,False
14,3,1,False
13,5,0,True
19,1,1,True
11,5,1,False
14,3,1,False
16,3,1,False
16,3,0,False
13,2,0,True
8,3,1,False
16,4,0,True
9,5,1,False
8,5,1,False
18,3,0,True
13,5,0,True
6,2,0,False
13,2,0,True
14,3,0,False
11,4,1,False
16,1,1,True
15,2,0,True
8,2,1,False
13,3,1,True
10,1,0,False
7,2,0,True
21,3,1,True
6,5,0,False
7,2,1,False
8,3,0,True
14,1,0,False
22,3,0,False
17,2,1,False
7,2,0,False
7,2,0,True
22,1,1,False
22,3,0,True
18,1,1,True
17,3,0,False
16,3,0,False
16,2,0,True
13,5,0,True
9,2,1,False
20,1,0,False
12,1,1,True
20,2,0,False
22,4,1,False
15,2,0,False
16,3,1,False
19,4,1,False
9,5,0,False
9,1,1,False
6,5,0,False
17,3,0,True
12,2,0,False
10,1,1,False
6,1,0,True
13,5,0,True
18,2,0,True
22,1,0,False
7,2,0,True
11,2,1,False
9,5,0,True
13,2,0,True
20,2,0,False
10,2,1,True
16,3,1,False
13,2,0,True
22,1,1,True
14,5,1,False
19,3,1,True
14,5,1,False
15,5,1,False
7,5,1,False
8,3,0,True
10,5,0,False
9,5,0,False
8,4,1,False
15,3,1,True
12,5,0,False
17,2,1,False
13,2,0,True
10,4,0,True
18,4,1,False
14,2,0,True
9,5,1,True
7,4,1,True
10,4,0,False
7,2,0,True
11,4,1,True
16,4,0,True
15,5,1,False
6,1,0,False
7,4,1,False
15,4,1,True
10,3,0,True
17,4,0,False
7,2,0,False
11,2,1,False
20,4,0,True
13,1,1,True
21,5,1,True
22,2,0,True
6,5,1,False
16,2,1,False
9,5,1,True
11,1,1,False
12,5,1,True
13,5,1,False
15,4,1,False
22,3,1,False
17,2,0,True
13,4,1,True
17,2,1,True
22,5,1,False
8,4,1,False
19,4,0,False
17,3,1,False
10,1,1,True
18,3,1,True
16,3,1,False
21,2,0,False
15,2,1,False
13,5,0,True
11,5,0,True
8,2,1,True
15,2,0,False
15,5,0,True
18,3,0,True
19,1,1,True
6,2,1,True
20,1,0,False
17,1,1,True
21,4,1,True
12,4,0,True
19,2,0,True
14,1,0,False
14,2,1,True
15,1,0,False
14,1,1,True
21,4,0,False
13,1,1,True
7,5,1,True
17,4,0,False
8,3,1,True
7,1,0,True
11,3,0,True
11,2,1,True
22,3,1,False
21,3,0,True
18,5,0,True
17,2,0,True
16,2,0,True
20,5,0,True
22,4,1,False
13,4,0,True
12,5,1,False
16,5,0,True
13,3,1,True
11,5,1,False
9,1,1,False
20,4,0,False
22,1,0,False
17,1,0,False
15,4,0,True
14,3,1,False
13,5,0,True
13,3,1,True
16,4,1,False
17,1,0,True
11,4,1,True
8,4,0,True
20,5,0,True
11,2,0,True
12,2,0,True
11,2,0,False
7,1,0,True
11,5,1,False
7,3,1,True
6,5,1,False
20,2,1,False
15,2,0,True
15,4,1,False
15,3,1,True
10,4,1,False
9,4,1,False
20,3,1,False
14,4,1,True
21,4,0,False
14,4,0,True
19,5,1,False
17,3,0,True
17,5,0,True
8,2,0,True
16,4,0,False
10,3,0,False
11,4,1,True
11,4,0,True
19,1,1,False
21,1,0,False
17,3,1,False
18,4,0,False
14,5,0,True
9,5,1,True
16,5,0,False
8,1,1,True
9,4,1,False
14,5,0,False
18,5,0,False
20,1,0,True
15,3,0,True
14,4,0,True
21,4,0,True
21,3,0,True
18,1,0,True
10,1,1,False
15,4,1,False
6,3,0,False
8,1,1,False
8,3,1,False
15,3,0,True
22,2,1,True
18,2,1,False
7,5,1,True
21,3,0,True
9,5,1,False
19,3,1,False
11,1,1,True
16,3,0,False
22,3,1,True
13,1,1,False
8,1,0,True
8,1,0,True
22,5,1,False
9,3,0,True
13,2,0,True
22,5,1,False
10,2,0,False
16,3,1,False
17,5,1,True
20,2,1,True
17,5,1,False
12,4,0,False
8,2,0,True
15,4,1,False
21,3,1,True
6,1,0,True
16,5,1,False
22,5,1,True
19,5,1,False
17,3,0,True
21,3,1,True
13,2,1,False
8,2,1,False
16,3,0,False
20,5,1,True
9,1,0,True
21,3,0,False
22,3,0,True
19,5,0,False
7,3,1,True
20,3,0,False
13,2,0,False
18,5,0,True
8,2,1,False
9,1,1,False
9,2,0,True
9,4,0,True
7,4,1,True
18,5,1,True
13,4,1,False
14,2,0,True
6,4,0,False
6,2,1,True
14,3,0,False
16,2,1,False
21,5,1,False
9,4,0,False
20,5,1,False
12,2,1,False
7,4,0,False
15,3,0,True
22,4,1,False
16,2,0,True
15,2,1,False
9,1,0,True
18,1,1,True
6,1,1,False
12,4,0,False
14,1,0,False
6,4,0,False
21,1,0,False
21,2,1,True
10,3,0,False
19,2,0,True
6,4,1,False
11,3,0,True
11,1,0,False
17,2,0,False
14,1,0,True
21,1,1,False
20,3,1,True
7,5,1,True
10,5,1,False
18,1,0,True
6,5,1,True
21,3,0,False
12,2,0,True
18,2,1,False
21,3,1,False
17,5,1,False
12,5,0,False
19,1,0,False
18,4,1,True
7,1,1,False
9,3,1,True
19,2,1,False
7,4,0,False
9,2,0,True
8,2,0,True
13,2,1,False
9,2,1,False
8,2,0,True
10,2,0,True
16,4,0,False
22,2,1,False
7,2,1,True
14,2,0,True
8,4,1,True
15,1,0,True
14,4,1,True
9,1,1,True
12,1,0,True
17,2,1,True
16,4,0,True
20,3,1,False
19,3,0,False
12,5,1,True
20,5,0,True
19,4,1,True
16,5,0,False
15,4,1,True
8,5,1,True
17,3,0,True
18,1,0,True
12,2,0,True
17,3,0,False
7,1,1,False
6,2,1,False
11,3,0,False
11,2,0,False
18,2,1,True
9,4,1,True
19,4,1,True
21,5,0,False
7,5,0,True
14,4,0,False
18,4,0,True
19,2,0,True
19,3,0,True
10,1,1,True
7,2,0,True
10,2,0,True
11,5,1,True
7,1,0,True
6,3,1,False
21,3,0,False
14,2,0,True
19,5,1,False
14,1,1,True
10,4,1,True
20,1,0,False
15,2,0,True
20,2,1,False
22,1,1,False
8,3,0,False
13,5,0,False
9,2,1,False
16,4,0,False
19,4,1,False
7,2,0,False
14,5,1,False
15,1,1,True
18,3,1,True
9,5,1,True
21,2,0,True
17,2,1,True
21,3,1,False
22,1,1,True
21,1,1,True
12,2,0,False
7,5,0,False
14,4,1,False
17,2,1,False
18,1,0,False
19,3,0,False
17,4,1,True
8,3,1,True
21,3,0,True
8,3,1,False
14,5,0,True
20,3,1,False
13,5,0,False
15,5,1,False
8,4,0,True
10,5,1,False
11,3,1,False
19,5,0,True
12,2,0,False
9,3,1,True
8,1,1,True
18,5,0,False
9,5,0,True
14,3,0,True
11,2,0,True
16,1,0,True
14,3,0,True
14,2,0,True
6,5,1,False
9,3,1,True
6,3,1,True
18,2,0,False
21,2,1,False
17,3,0,True
6,2,0,False
20,2,0,True
10,4,1,True
6,3,0,True
22,5,1,False
13,5,0,False
13,3,0,False
20,1,1,True
17,4,1,True
21,3,0,False
8,2,1,True
9,4,1,False
20,5,1,True
19,2,1,True
6,4,1,False
22,3,1,False
22,5,0,True
6,3,1,True
7,1,1,False
21,4,0,True
19,1,0,False
14,1,1,True
19,1,1,False
18,3,1,False
19,4,1,True
22,2,0,True
13,1,0,True
9,4,0,True
14,5,0,False
16,1,1,True
12,5,1,True
20,4,1,True
10,1,0,True
21,5,0,True
17,5,0,True
22,5,1,True
20,4,0,False
12,2,1,True
17,3,0,True
22,5,0,True
12,2,0,True
16,4,0,True
6,1,0,False
22,3,1,True
12,4,1,True
7,1,1,False
16,3,1,False
21,4,1,True
20,3,0,True
13,3,0,False
20,5,1,True
12,1,1,False
10,2,1,True
13,3,1,True
7,2,1,True
11,1,1,True
9,4,1,True
12,3,1,True
11,5,0,True
10,4,0,False
10,2,1,False
16,5,1,False
13,4,1,False
16,2,1,False
7,1,1,False
15,4,1,True
12,5,1,True
17,1,1,False
7,5,1,False
12,4,0,False
6,2,0,True
16,2,1,True
13,1,0,True
13,3,0,True
19,5,1,True
18,2,0,True
15,1,1,True
22,4,0,True
11,2,1,True
19,2,0,True
13,1,1,False
12,5,0,True
10,1,1,True
11,1,0,False
13,5,1,True
8,4,1,True
14,5,1,True
15,2,1,True
6,4,1,False
12,4,0,False
11,4,0,True
18,3,1,False
12,4,1,False
13,5,1,False
10,3,0,False
17,5,0,True
11,4,0,False
20,5,1,False
9,2,1,True
22,2,0,False
19,1,1,False
12,2,1,True
18,1,1,True
15,2,0,False
7,5,0,True
17,2,1,False
18,2,0,True
12,2,0,False
16,1,0,False
15,3,1,True
11,4,0,True
19,2,1,False
10,3,0,False
11,2,1,True
14,1,0,True
10,1,1,True
10,1,1,False
18,4,0,True
10,1,1,False
19,5,1,True
7,3,0,False
10,5,0,False
17,2,0,True
12,3,0,False
8,5,0,True
14,5,0,False
20,2,0,False
20,4,0,True
13,3,0,True
21,3,0,False
7,2,0,True
6,2,0,True
9,4,0,True
9,3,1,True
11,4,0,True
8,3,0,True
13,5,1,True
7,2,0,True
22,5,1,False
17,4,1,False
17,5,0,True
20,4,0,False
14,1,1,False
10,2,1,True
8,3,0,False
22,3,1,True
17,4,1,False
19,4,0,True
13,1,0,True
14,2,0,True
7,3,1,False
7,2,0,False
21,4,1,True
16,5,1,True
15,3,1,True
13,1,0,False
12,2,1,False
6,4,0,False
15,2,0,False
10,1,1,False
13,1,1,True
14,5,1,True
18,4,1,True
19,2,0,False
11,2,0,True
16,5,0,True
14,3,0,False
18,5,0,True
9,5,0,False
7,1,0,True
7,1,1,True
18,1,1,False
6,2,1,False
11,1,1,True
13,4,1,False
22,1,1,True
8,1,0,False
11,5,1,True
12,1,1,True
